,100001,1,"MS",00010.11,1.3,,,,,,,"out","Victoria, CAN",1994-08-22
,100002,1,"MS",00010.17,-0.5,,,,,,,"out","Kuala Lumpur, MAS",1998-09-17
,100003,1,"MS",00010.37,-1.6,,,,,,,"out","Hamilton",1999-02-26
,100004,1,"MS",00010.44,0.9,,,,,,,"out","North Shore",2001-02-10
,100005,1,"MS",00010.46,1.6,,,,,,,"out","Lucerne, SUI",2002-06-26
,100006,1,"MS",00010.48,2.0,,,,,,,"out","Hamilton",1998-01-31
,100007,1,"MS",00010.49,0.0,,,,,,,"out","Hamilton",2005-02-09
,100008,1,"MS",00010.50,1.5,,,,,,,"out","College Station, USA",1992-03-21
,100009,1,"MS",00010.50,-1.6,,,,,,,"out","Hamilton",1999-02-26
,100010,1,"MS",00010.51,-0.1,,,,,,,"out","Christchurch",1974-01-25
,100011,1,"MS",00010.53,1.9,,,,,,,"out","Wellington",1987-03-08
,100012,1,"MS",00010.53,-0.6,,,,,,,"out","Wellington",1993-03-07
,100013,1,"MS",00010.54,1.6,,,,,,,"out","Sydney, AUS",1996-08-22
,100014,1,"MS",00010.54,2.0,,,,,,,"out","Wanganui",1998-03-06
,503255,1,"MS",00010.51,2.0,,,,,,,"out","Auckland",2008-03-15
,504608,1,"MS",00010.43,1.6,,,,,,,"out","Gold Coast, AUS",2006-03-04
,504613,1,"MS",00010.41,0.0,,,,,,,"out","Hamilton",2005-02-09
,504628,1,"MS",00010.51,1.8,,,,,,,"out","Gold Coast, AUS",2006-03-04
