,100020,3,"MS",00046.09,,,,,,,,"out","Wanganui",1998-03-07
,100016,3,"MS",00046.10,,,,,,,,"out","Dunedin",1975-03-01
,534212,3,"MS",00046.14,,,,,,,,"out","Wanganui",1998-03-07
,100021,3,"MS",00046.18,,,,,,,,"out","Auckland",1990-01-28
,100015,3,"MS",00046.38,,,,,,,,"out","Auckland",1993-01-30
,100006,3,"MS",00046.40,,,,,,,,"out","Hastings",1997-12-13
,100023,3,"MS",00046.52,,,,,,,,"out","Wellington",1988-12-03
,516315,3,"MS",00046.57,,,,,,,,"out","Christchurch",2006-01-27
,100024,3,"MS",00046.66,,,,,,,,"out","North Shore",1996-01-27
,504613,3,"MS",00046.72,,,,,,,,"out","North Shore",2005-12-17
,100018,3,"MS",00046.75,,,,,,,,"out","Sydney, AUS",1996-02-16
,100025,3,"MS",00046.81,,,,,,,,"out","Christchurch",2000-03-11
,505142,3,"MS",00046.86,,,,,,,,"out","Dunedin",2003-03-22
,100026,3,"MS",00046.90,,,,,,,,"out","Christchurch",1973-12-01
,100027,3,"MS",00046.90,,,,,,,,"out","Wellington",1986-02-01
,100028,3,"MS",00046.98,,,,,,,,"out","Christchurch",1986-02-09
,100029,3,"MS",00046.99,,,,,,,,"out","Christchurch",1974-01-20
,100030,3,"MS",00047.02,,,,,,,,"out","Sydney, AUS",1987-04-04
